,ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price
1464,US92671V1061,VIEW,20.0,1.37048,,175.56,,,,,,,,EOF869814779,,12.03,2021-01-21,18:37:00,Buy,8.777946412935615
1465,KYG882721023,TBA,11.0,1.37043,,102.74,,,,,,,,EOF869818124,,12.8,2021-01-21,18:46:00,Buy,9.340134118488358
1466,KYG8252P1054,IPOE,10.0,1.37193,,162.03,,,,,,,,EOF869830785,,22.23,2021-01-21,19:22:00,Buy,16.203450613369487
1467,US98907K1034,ZNTE,12.0,1.37199,,109.16,,,,,,,,EOF870937333,,12.48,2021-01-21,19:40:00,Buy,9.096276211925742
1468,US73102V1052,POLA,10.0,1.37263,,116.56,,,,,,,,EOF870946764,,16.0,2021-01-21,20:07:00,Buy,11.656455126290405
1470,US91823B1098,UWMC,70.0,1.36573,-51.25,613.01,,,,,,,,EOF873283132,,11.96,2021-01-22,14:30:00,Sell,8.75722141272433
1471,US73102V1052,POLA,15.0,1.36575,86.22,200.77,,,,,,,,EOF873300021,,18.28,2021-01-22,14:33:00,Sell,13.384587223137471
1472,US63008G2030,NNDM,10.0,1.36571,3.22,97.31,,,,,,,,EOF873308018,,13.29,2021-01-22,14:36:00,Sell,9.731202085362192
1473,US63008G2030,NNDM,5.0,1.3648,,49.42,,,,,,,,EOF873314937,,13.49,2021-01-22,14:40:00,Buy,9.884232121922626
1474,US36118H1059,FUSE,20.0,1.36515,,178.15,,,,,,,,EOF873318632,,12.16,2021-01-22,14:43:00,Buy,8.907446068197633
1475,US63008G2030,NNDM,10.0,1.36542,,102.02,,,,,,,,EOF873325976,,13.93,2021-01-22,14:49:00,Buy,10.201989131549267
1476,US37519D1072,GIK,15.0,1.36671,,172.64,,,,,,,,EOF874854739,,15.73,2021-01-22,15:18:00,Buy,11.509391165645967
1477,US02083E1055,ALPP,40.0,1.36634,,120.32,,,,,,,,EOF874865825,,4.11,2021-01-22,15:30:00,Buy,3.0080360671575157
1478,US63910B1026,NLS,5.0,1.36667,,76.72,,,,,,,,EOF875998566,,20.97,2021-01-22,16:21:00,Buy,15.343865014963377
1479,US73102V1052,POLA,10.0,1.36746,,160.66,,,,,,,,EOF876021364,,21.97,2021-01-22,17:07:00,Buy,16.066283474470918
1480,US8551851046,STPK,6.0,1.36736,,141.6,,,,,,,,EOF876026200,,32.27,2021-01-22,17:17:00,Buy,23.6002223262345
1481,CH0346177709,OBSV,220.0,1.3681,9.44,644.83,,,,,,,,EOF877104322,,4.01,2021-01-22,17:58:00,Sell,2.9310722900372777
1482,US98907K1034,ZNTE,12.0,1.36788,1.02,110.18,,,,,,,,EOF877113112,,12.56,2021-01-22,18:10:00,Sell,9.182091996373952
1483,CA09228F1036,BB,20.0,1.36773,,203.84,,,,,,,,EOF877128683,,13.94,2021-01-22,18:34:00,Buy,10.192070072309594
1484,KYG825141032,IPOD,8.0,1.368,,99.82,,,,,,,,EOF878083224,,17.07,2021-01-22,18:44:00,Buy,12.478070175438596
1485,CH0346177709,OBSV,35.0,1.36795,,105.92,,,,,,,,EOF878087504,,4.14,2021-01-22,18:53:00,Buy,3.0264264044738476
1486,US3743964062,GEVO,60.0,1.36865,13.23,441.46,,,,,,,,EOF878096413,,10.07,2021-01-22,19:10:00,Sell,7.35761516823147
1487,US3743964062,GEVO,10.0,1.36808,,75.36,,,,,,,,EOF878098171,,10.31,2021-01-22,19:14:00,Buy,7.536108999473716
1488,BMG6964L1072,PSFE,10.0,1.36852,,138.62,,,,,,,,EOF878099935,,18.97,2021-01-22,19:19:00,Buy,13.861690000876859
1489,US5500211090,LULU,1.0,1.3686,,252.99,,,,,,,,EOF878105856,,346.24,2021-01-22,19:34:00,Buy,252.98845535583808
1490,KYG9446E1052,VGAC,10.0,1.36775,,101.92,,,,,,,,EOF878123769,,13.94,2021-01-22,20:18:00,Buy,10.191921038201425
1491,KYG8252P1054,IPOE,6.0,1.3682,,94.11,,,,,,,,EOF878736402,,21.46,2021-01-22,20:45:00,Buy,15.684841397456513
1492,IE00B1XNHC34,INRG,20.0,100.0,,278.5,,,,,,,,EOF880716134,,1392.5,2021-01-25,08:05:00,Buy,13.925
1493,KYG9103H1020,TRIT,10.0,1.36561,,67.37,,,,,,,,EOF885581646,,9.2,2021-01-25,15:13:00,Buy,6.736916103426307
1495,US18716C1009,CLII,1.0,1.36585,,15.54,,,,,,,,EOF887099652,,21.22,2021-01-25,15:41:00,Buy,15.536113043159936
1496,US15961R1059,CHPT,5.0,1.36607,,141.1,,,,,,,,EOF887109413,,38.55,2021-01-25,15:45:00,Buy,28.21963735386913
1497,CH0346177709,OBSV,15.0,1.36649,,44.79,,,,,,,,EOF887120456,,4.08,2021-01-25,15:47:00,Buy,2.985751816698256
1498,XS2193972598,3LTS,8.0,1.36621,65.81,765.79,,,,,,,,EOF887123289,,130.78,2021-01-25,15:49:00,Sell,95.72466897475499
1499,US5533681012,MP,5.0,1.36649,,117.49,,,,,,,,EOF887932347,,32.11,2021-01-25,15:52:00,Buy,23.49815951818162
1500,US37519D1072,GIK,12.0,1.36679,,136.09,,,,,,,,EOF887947570,,15.5,2021-01-25,15:59:00,Buy,11.340440009072353
1501,US3743964062,GEVO,10.0,1.36683,,91.31,,,,,,,,EOF887947880,,12.48,2021-01-25,15:59:00,Buy,9.13061609710059
1502,US18716C1009,CLII,19.0,1.36516,,285.31,,,,,,,,EOF887963865,,20.5,2021-01-25,16:08:00,Buy,15.016554836063174
1503,US15961R1059,CHPT,10.0,1.36505,,271.05,,,,,,,,EOF887964018,,37.0,2021-01-25,16:08:00,Buy,27.105234240504007
1504,CA09228F1036,BB,20.0,1.36534,58.07,261.91,,,,,,,,EOF887970353,,17.88,2021-01-25,16:10:00,Sell,13.09563918144931
1505,US09075F1075,BNGO,20.0,1.36525,,165.24,,,,,,,,EOF887980296,,11.28,2021-01-25,16:14:00,Buy,8.262223036073978
1506,US8551851046,STPK,10.0,1.36514,,233.02,,,,,,,,EOF887981965,,31.81,2021-01-25,16:15:00,Buy,23.30163939229676
1507,US62914V1061,NIO,1.0,1.36507,,44.94,,,,,,,,EOF888582368,,61.35,2021-01-25,16:15:00,Buy,44.94275018863502
1508,XS2193972598,3LTS,5.0,1.36496,,457.89,,,,,,,,EOF888588528,,125.0,2021-01-25,16:18:00,Buy,91.57777517289884
1509,XS2193972598,3LTS,5.0,1.36497,,457.89,,,,,,,,EOF888588532,,125.0,2021-01-25,16:18:00,Buy,91.57710425870165
1510,KYG9103H1020,TRIT,20.0,1.36489,,118.69,,,,,,,,EOF888604054,,8.1,2021-01-25,16:27:00,Buy,5.93454417572112
1511,US69608A1088,PLTR,5.0,1.36532,,127.44,,,,,,,,EOF888612381,,34.8,2021-01-25,16:34:00,Buy,25.488530161427352
1512,US6837121036,OPEN,10.0,1.36596,,207.47,,,,,,,,EOF888629236,,28.34,2021-01-25,16:52:00,Buy,20.74731324489736
1513,US73102V1052,POLA,20.0,1.36714,,390.59,,,,,,,,EOF890335508,,26.7,2021-01-25,18:11:00,Buy,19.52982137893705
1514,US37519D1072,GIK,30.0,1.36686,,331.41,,,,,,,,EOF890342362,,15.1,2021-01-25,18:24:00,Buy,11.04721771066532
1515,US92671V1061,VIEW,150.0,1.36728,27.39,1286.85,,,,,,,,EOF890342365,,11.73,2021-01-25,18:24:00,Sell,8.579076707038793
1516,US87663X1028,TTCF,40.0,1.36704,,708.39,,,,,,,,EOF890342910,,24.21,2021-01-25,18:25:00,Buy,17.709796348314608
1517,US48138M1053,JMIA,15.0,1.36696,,596.29,,,,,,,,EOF890342977,,54.34,2021-01-25,18:26:00,Buy,39.752443378006674
1518,US63910B1026,NLS,15.0,1.366,,254.65,,,,,,,,EOF891343954,,23.19,2021-01-25,20:08:00,Buy,16.97657393850659
1519,CA09228F1036,BB,20.0,1.36607,,262.65,,,,,,,,EOF891344544,,17.94,2021-01-25,20:09:00,Buy,13.132562753006802
1520,CA09228F1036,BB,20.0,1.36653,3.57,266.22,,,,,,,,EOF891354151,,18.19,2021-01-25,20:28:00,Sell,13.311087206281604
1521,XS2193972598,3LTS,5.0,1.36556,,484.22,,,,,,,,EOF892364460,,132.25,2021-01-26,11:03:00,Buy,96.84671490084654
1522,BMG6964L1072,PSFE,10.0,1.3717,,125.1,,,,,,,,EOF894604106,,17.16,2021-01-26,14:41:00,Buy,12.510024057738573
1523,KYG045611095,ACTC,10.0,1.37132,,182.3,,,,,,,,EOF894607330,,25.0,2021-01-26,14:43:00,Buy,18.23060992328559
1524,KYG372881006,FTOC,4.0,1.37252,,36.2,,,,,,,,EOF895493508,,12.42,2021-01-26,15:05:00,Buy,9.04904846559613
1525,US00165C1045,AMC,30.0,1.37242,,107.33,,,,,,,,EOF895497401,,4.91,2021-01-26,15:08:00,Buy,3.5776220107547254
1526,CH0346177709,OBSV,50.0,1.37234,,140.64,,,,,,,,EOF895497913,,3.86,2021-01-26,15:09:00,Buy,2.812714050453969
1527,US63008G2030,NNDM,2.0,1.37232,,23.25,,,,,,,,EOF895505278,,15.95,2021-01-26,15:15:00,Buy,11.622653608487816
1528,XS2193972598,3LTS,10.0,1.37284,37.05,947.04,,,,,,,,EOF895507238,,130.01,2021-01-26,15:17:00,Sell,94.70149471169253
1529,XS2193972598,3LTS,5.0,1.37358,38.55,493.55,,,,,,,,EOF896623036,,135.59,2021-01-26,16:22:00,Sell,98.71285254590195
1530,US08862E1091,BYND,0.1,1.37287,,13.63,,,,,,,,EOF898788664,,187.16,2021-01-26,18:02:00,Buy,136.32754740070072
1531,US69608A1088,PLTR,5.0,1.37295,,128.7,,,,,,,,EOF898791551,,35.34,2021-01-26,18:07:00,Buy,25.7401944717579
1532,US3498851035,FIII,10.0,1.37371,,98.64,,,,,,,,EOF898796258,,13.55,2021-01-26,18:16:00,Buy,9.863799491886935
1533,IE00B3VVMM84,VFEM,1.5,1.0,,79.94,,,,,,,,EOF900873610,,53.29,2021-01-27,08:02:00,Buy,53.29
1534,GB00B0130H42,ITM,15.0,100.0,,104.85,,,,,,,,EOF901582626,,699.0,2021-01-27,08:54:00,Buy,6.99
1535,US09075F1075,BNGO,5.0,1.36619,,40.11,,,,,,,,EOF904049147,,10.96,2021-01-27,14:42:00,Buy,8.022310220393942
1536,US72919P2020,PLUG,6.0,1.36639,,279.45,,,,,,,,EOF904960062,,63.64,2021-01-27,14:52:00,Buy,46.57528231324878
1537,US00165C1045,AMC,30.0,1.36836,111.91,219.24,,,,,,,,EOF904966899,,10.0,2021-01-27,14:57:00,Sell,7.308018357742115
1538,GB00B0130H42,ITM,30.0,100.0,,195.3,,,,,,,,EOF905290544,,651.0,2021-01-27,15:02:00,Buy,6.51
1539,US09075F1075,BNGO,5.0,1.36894,,42.11,,,,,,,,EOF905311560,,11.53,2021-01-27,15:07:00,Buy,8.42257513112335
1540,US00165C1045,AMC,10.0,1.36832,,113.28,,,,,,,,EOF905331563,,15.5,2021-01-27,15:12:00,Buy,11.327759588400374
1541,KYG8251L1059,IPOF,25.0,1.36883,,251.49,,,,,,,,EOF905797847,,13.77,2021-01-27,15:29:00,Buy,10.059686009219552
1542,KYG825141032,IPOD,12.0,1.36918,,131.2,,,,,,,,EOF905800976,,14.97,2021-01-27,15:30:00,Buy,10.933551468762325
1543,GB00B0130H42,ITM,5.0,100.0,,32.75,,,,,,,,EOF906036104,,655.0,2021-01-27,15:38:00,Buy,6.55
1544,US00165C1045,AMC,10.0,1.36966,,122.37,,,,,,,,EOF906756015,,16.76,2021-01-27,16:12:00,Buy,12.236613466115678
1545,XS2193972598,3LTS,5.0,1.36988,38.0,493.0,,,,,,,,EOF907245045,,135.07,2021-01-27,16:24:00,Sell,98.59987736152071
1546,KYG9446E1052,VGAC,5.0,1.37008,,50.8,,,,,,,,EOF908054078,,13.92,2021-01-27,16:45:00,Buy,10.159990657479856
1547,US6549022043,NOK,40.0,1.36948,,206.5,,,,,,,,EOF908078370,,7.07,2021-01-27,16:55:00,Buy,5.162543447147822
1548,US52567D1072,LMND,1.0,1.36856,,125.68,,,,,,,,EOF908593537,,172.0,2021-01-27,17:02:00,Buy,125.67954638452096
1549,KYG8251L1059,IPOF,10.0,1.36855,,97.91,,,,,,,,EOF908593793,,13.4,2021-01-27,17:02:00,Buy,9.791385042563297
1550,US09354A1007,BLNK,1.0,1.37028,,42.64,,,,,,,,EOF908621669,,58.43,2021-01-27,17:20:00,Buy,42.640920103920365
1551,US0378331005,AAPL,1.0,1.37188,11.11,104.51,,,,,,,,EOF909815299,,143.38,2021-01-27,18:28:00,Sell,104.5135143015424
1552,US2620771004,DS,225.0,1.37189,45.97,539.58,,,,,,,,EOF909816668,,3.29,2021-01-27,18:29:00,Sell,2.398151455291605
1553,US36467W1099,GME,1.0,1.37151,,237.69,,,,,,,,EOF909816945,,326.0,2021-01-27,18:29:00,Buy,237.69422023900665
1554,US00165C1045,AMC,10.0,1.37146,,121.18,,,,,,,,EOF910544214,,16.62,2021-01-27,18:53:00,Buy,12.118472285010137
1555,US00165C1045,AMC,5.0,1.37119,,60.79,,,,,,,,EOF910546380,,16.67,2021-01-27,18:55:00,Buy,12.15732320101518
1556,US4837091010,KNDI,66.0,1.37172,38.85,485.47,,,,,,,,EOF910548548,,10.09,2021-01-27,18:57:00,Sell,7.355728574344618
1557,US09075F1075,BNGO,60.0,1.37185,100.82,489.41,,,,,,,,EOF910557087,,11.19,2021-01-27,19:03:00,Sell,8.15686846229544
1558,US00165C1045,AMC,20.0,1.37134,,267.62,,,,,,,,EOF910558317,,18.35,2021-01-27,19:04:00,Buy,13.381072527600741
1559,US00165C1045,AMC,25.0,1.37174,,332.6,,,,,,,,EOF910565397,,18.25,2021-01-27,19:09:00,Buy,13.304270488576552
1560,US36467W1099,GME,0.5,1.37096,,107.21,,,,,,,,EOF911538480,,293.96,2021-01-27,19:28:00,Buy,214.4190931901733
1561,CA09228F1036,BB,10.0,1.37081,,188.28,,,,,,,,EOF911539984,,25.81,2021-01-27,19:29:00,Buy,18.828284007265776
1562,US4837091010,KNDI,30.0,1.3704,9.13,212.13,,,,,,,,EOF911552259,,9.69,2021-01-27,19:39:00,Sell,7.0709281961471095
1563,US62914V1061,NIO,5.0,1.36801,,207.78,,,,,,,,EOF911577993,,56.85,2021-01-27,20:02:00,Buy,41.556713766712235
1564,US09075F1075,BNGO,30.0,1.36852,,233.46,,,,,,,,EOF911580147,,10.65,2021-01-27,20:04:00,Buy,7.782129599859703
1565,US92766K1060,SPCE,2.0,1.36857,,71.9,,,,,,,,EOF911581925,,49.2,2021-01-27,20:06:00,Buy,35.949933141892636
1566,US65481N1000,NIU,0.5,1.36878,,16.61,,,,,,,,EOF912833765,,45.46,2021-01-27,20:07:00,Buy,33.21205745262204
1568,US75971T3014,SOL,1.0,1.37019,,15.33,,,,,,,,EOF920951182,,21.0,2021-01-28,14:42:00,Buy,15.326341602259541
1569,US75971T3014,SOL,1.0,1.37079,,16.13,,,,,,,,EOF920981962,,22.11,2021-01-28,14:58:00,Buy,16.129385245004705
1570,US6549022043,NOK,4.0,1.37298,,13.69,,,,,,,,EOF923165388,,4.7,2021-01-28,15:50:00,Buy,3.423210826086323
1572,US6549022043,NOK,66.0,1.37242,,230.35,,,,,,,,EOF924444277,,4.79,2021-01-28,16:03:00,Buy,3.4901852202678483
1573,US6549022043,NOK,20.0,1.37176,,70.27,,,,,,,,EOF924450084,,4.82,2021-01-28,16:08:00,Buy,3.513734180906281
1574,US6549022043,NOK,20.0,1.37184,,70.27,,,,,,,,EOF924452489,,4.82,2021-01-28,16:09:00,Buy,3.5135292745509683
1575,US77543R1023,ROKU,0.5,1.37255,,143.35,,,,,,,,EOF924473974,,393.51,2021-01-28,16:22:00,Buy,286.6999380714728
1576,US87663X1028,TTCF,2.0,1.37227,,34.23,,,,,,,,EOF924477098,,23.49,2021-01-28,16:24:00,Buy,17.117622625285108
1577,US88160R1014,TSLA,0.3,1.37213,,182.72,,,,,,,,EOF925192237,,835.7,2021-01-28,16:40:00,Buy,609.0530780611167
1578,US0378331005,AAPL,0.5,1.37381,,50.71,,,,,,,,EOF927661224,,139.34,2021-01-28,19:58:00,Buy,101.42596137748306
1579,US00938A1043,AIRG,5.0,1.37342,5.06,88.76,,,,,,,,EOF928998296,,24.38,2021-01-28,21:04:00,Sell,17.751306956357123
1580,US82452T1079,SFT,1.0,1.3735,,6.08,,,,,,,,EOF932329449,,8.35,2021-01-29,14:30:00,Buy,6.079359301055697
1581,US92766K1060,SPCE,2.0,1.37268,,67.52,,,,,,,,EOF934296086,,46.34,2021-01-29,14:35:00,Buy,33.75877844799954
1583,US00165C1045,AMC,20.0,1.3722,,196.03,,,,,,,,EOF934651412,,13.45,2021-01-29,14:49:00,Buy,9.801778166448038
1584,CA09228F1036,BB,15.0,1.37204,,180.39,,,,,,,,EOF934663271,,16.5,2021-01-29,14:54:00,Buy,12.025888458062449
1585,US00165C1045,AMC,10.0,1.37262,,91.58,,,,,,,,EOF935587197,,12.57,2021-01-29,15:05:00,Buy,9.157669274817502
1586,US09354A1007,BLNK,1.0,1.37193,,37.52,,,,,,,,EOF935601059,,51.47,2021-01-29,15:14:00,Buy,37.51649136617757
1587,US6549022043,NOK,5.0,1.37056,,17.37,,,,,,,,EOF939236293,,4.76,2021-01-29,18:09:00,Buy,3.4730329208498714
1590,US42226N1090,HCMC,100000.0,1.37061,,91.24,,,,,,,,EOF942898955,,0.0,2021-01-02,13:04:00,Buy,0.0
1591,US42226N1090,HCMC,15080.0,1.36842,0.57,14.33,,,,,,,,EOF942907491,,0.0,2021-01-02,13:59:00,Sell,0.0
1592,US69608A1088,PLTR,10.0,1.36805,44.28,250.57,,,,,,,,EOF950096550,,34.28,2021-01-02,16:45:00,Sell,25.05756368553781
1593,US15961R1059,CHPT,30.0,1.36795,-70.98,811.43,,,,,,,,EOF950097064,,37.0,2021-01-02,16:46:00,Sell,27.047772213896707
1594,US62914V1061,NIO,10.0,1.36782,,408.9,,,,,,,,EOF950097356,,55.93,2021-01-02,16:46:00,Buy,40.889883171762364
1595,US88160R1014,TSLA,0.2,1.36767,,120.78,,,,,,,,EOF950097714,,825.94,2021-01-02,16:47:00,Buy,603.9029882939599
1596,US09075F1075,BNGO,20.0,1.36765,,156.62,,,,,,,,EOF950097926,,10.71,2021-01-02,16:47:00,Buy,7.8309509011808585
1597,US5021751020,LTC,2.05,1.36791,2.91,58.82,,,,,,,,EOF950099019,,39.25,2021-01-02,16:49:00,Sell,28.69340819205942
1598,US8522341036,SQ,0.5,1.36748,,79.44,,,,,,,,EOF950104383,,217.26,2021-01-02,16:58:00,Buy,158.87618100447537
1599,US02376R1023,AAL,3.19,1.3672,,39.06,,,,,,,,EOF950104804,,16.74,2021-01-02,16:58:00,Buy,12.24400234055003
1600,US81762P1021,NOW,0.3,1.36751,4.76,122.19,,,,,,,,EOF950105223,,557.01,2021-01-02,16:59:00,Sell,407.31694832213293
1601,US87663X1028,TTCF,8.0,1.36723,,134.52,,,,,,,,EOF950105888,,22.99,2021-01-02,17:00:00,Buy,16.815020150230758
1602,US70532Y3036,PED,80.0,1.36809,,112.86,,,,,,,,EOF951205093,,1.93,2021-01-02,18:17:00,Buy,1.4107259025356518
1603,US7761531083,RMO,5.0,1.36818,,63.55,,,,,,,,EOF951211060,,17.39,2021-01-02,18:28:00,Buy,12.7103158941075
1604,KYG7008A1159,PDAC,1.0,1.36817,,8.85,,,,,,,,EOF951211071,,12.11,2021-01-02,18:28:00,Buy,8.851239246584854
1605,US42226N1090,HCMC,50000.0,1.36789,,69.47,,,,,,,,EOF951219280,,0.0,2021-01-02,18:42:00,Buy,0.0
1606,US42226N1090,HCMC,134920.0,1.36765,20.78,167.73,,,,,,,,EOF951223599,,0.0,2021-01-02,18:50:00,Sell,0.0
1607,US90069K1043,THCB,5.0,1.36691,,78.24,,,,,,,,EOF951230450,,21.39,2021-01-02,19:03:00,Buy,15.648433327724575
1608,XS2193972598,3LTS,1.0,1.36736,,85.94,,,,,,,,EOF953990628,,117.51,2021-02-02,11:12:00,Buy,85.93932834074421
1609,CA37958K1093,REZZF,200.0,1.36391,,44.14,,,,,,,,EOF956288646,,0.3,2021-02-02,14:31:00,Buy,0.21995586219032048
1610,US42226N1090,HCMC,8000.0,1.36138,,6.46,,,,,,,,EOF957868872,,0.0,2021-02-02,15:01:00,Buy,0.0
1611,CA09228F1036,BB,25.0,1.36266,-138.61,230.06,,,,,,,,EOF957871183,,12.54,2021-02-02,15:02:00,Sell,9.202589053762493
1612,US00165C1045,AMC,10.0,1.36429,,65.31,,,,,,,,EOF961450730,,8.91,2021-02-02,16:28:00,Buy,6.530869536535487
1613,US09354A1007,BLNK,1.0,1.36403,,33.52,,,,,,,,EOF961472561,,45.72,2021-02-02,16:51:00,Buy,33.51832437702983
1614,CA37958K1093,REZZF,200.0,1.36399,,49.14,,,,,,,,EOF962659417,,0.34,2021-02-02,17:49:00,Buy,0.24926868965314997
1616,US36467W1099,GME,1.0,1.36486,,81.28,,,,,,,,EOF962680394,,110.93,2021-02-02,18:32:00,Buy,81.27573524024443
1617,US7561091049,O,2.0,1.36537,-0.23,88.8,,,,,,,,EOF962680694,,60.62,2021-02-02,18:32:00,Sell,44.39822172744384
1618,US36467W1099,GME,1.0,1.36502,,80.58,,,,,,,,EOF962680813,,110.0,2021-02-02,18:33:00,Buy,80.58489985494718
1620,US4350631028,HOL,1.0,1.36494,,12.62,,,,,,,,EOF966934187,,17.22,2021-03-02,14:30:00,Buy,12.615939162160974
1621,KYG372881006,FTOC,7.0,1.36625,5.09,71.93,,,,,,,,EOF966958019,,14.04,2021-03-02,14:39:00,Sell,10.27630375114364
1622,BMG6964L1072,PSFE,20.0,1.3664,25.54,255.56,,,,,,,,EOF966959131,,17.46,2021-03-02,14:40:00,Sell,12.778103044496488
1623,CH0346177709,OBSV,50.0,1.36556,,139.14,,,,,,,,EOF966968949,,3.8,2021-03-02,14:44:00,Buy,2.782741146489352
1624,US63910B1026,NLS,33.0,1.36645,104.44,582.74,,,,,,,,EOF968611932,,24.13,2021-03-02,15:05:00,Sell,17.658897142229865
1625,CA37958K1093,REZZF,500.0,1.36447,,197.55,,,,,,,,EOF969543035,,0.54,2021-03-02,15:26:00,Buy,0.3957580599060441
1626,US92671V1061,VIEW,20.0,1.36439,,164.62,,,,,,,,EOF969574495,,11.23,2021-03-02,15:55:00,Buy,8.230784453125572
1627,US4350631028,HOL,5.0,1.36439,,60.69,,,,,,,,EOF969575207,,16.56,2021-03-02,15:56:00,Buy,12.1372921232199
1628,CH0346177709,OBSV,50.0,1.36435,,137.79,,,,,,,,EOF969579521,,3.76,2021-03-02,16:00:00,Buy,2.7558910836662145
1629,US09354A1007,BLNK,1.0,1.36454,,36.35,,,,,,,,EOF970632332,,49.6,2021-03-02,16:03:00,Buy,36.34924589971712
1630,US92836Y3009,VISL,5.0,1.36477,,10.95,,,,,,,,EOF970633224,,2.99,2021-03-02,16:04:00,Buy,2.190845343904101
1631,US42226N1090,HCMC,60000.0,1.36436,,74.73,,,,,,,,EOF970681471,,0.0,2021-03-02,17:19:00,Buy,0.0
1632,CA37958K1093,REZZF,100.0,1.36479,,46.56,,,,,,,,EOF971632966,,0.64,2021-03-02,17:22:00,Buy,0.46893661295877026
1633,CA37958K1093,REZZF,200.0,1.36441,,101.16,,,,,,,,EOF971634571,,0.69,2021-03-02,17:25:00,Buy,0.5057130921057453
1634,CA37958K1093,REZZF,1200.0,1.36432,54.0,492.55,,,,,,,,EOF972639527,,0.56,2021-03-02,19:04:00,Sell,0.41046088894101096
1635,US70614W1009,PTON,1.0,1.36343,,107.24,,,,,,,,EOF972674478,,146.21,2021-03-02,20:20:00,Buy,107.2368951834711
1636,CA26210W1005,TAKOF,100.0,1.36712,,103.14,,,,,,,,EOF974650395,,1.41,2021-04-02,14:30:00,Buy,1.0313652056878695
1637,CA26210W1005,TAKOF,100.0,1.36668,,103.17,,,,,,,,EOF974668188,,1.41,2021-04-02,14:30:00,Buy,1.0316972517341294
1638,US92836Y3009,VISL,10.0,1.36588,,20.43,,,,,,,,EOF976885278,,2.79,2021-04-02,14:37:00,Buy,2.042639177673002
1639,US86803X2045,SUNW,6.0,1.36716,,103.53,,,,,,,,EOF976908152,,23.59,2021-04-02,14:47:00,Buy,17.254747066912433
1640,US1714391026,CCIV,8.0,1.36731,52.56,160.9,,,,,,,,EOF976916785,,27.5,2021-04-02,14:53:00,Sell,20.11248363575195
1641,KYG8251L1059,IPOF,30.0,1.36723,13.7,335.93,,,,,,,,EOF976921245,,15.31,2021-04-02,14:56:00,Sell,11.197823336234578
1642,US70614W1009,PTON,1.0,1.36568,10.77,112.03,,,,,,,,EOF979244065,,153.0,2021-04-02,16:01:00,Sell,112.03210122429851
1643,US12619F1049,CPSH,5.0,1.36607,,77.05,,,,,,,,EOF980734808,,21.05,2021-04-02,16:49:00,Buy,15.409166440958371
1644,US7761531083,RMO,5.0,1.36603,,67.16,,,,,,,,EOF980735725,,18.35,2021-04-02,16:50:00,Buy,13.433087121073475
1645,US7761531083,RMO,10.0,1.36605,,134.47,,,,,,,,EOF980735824,,18.37,2021-04-02,16:50:00,Buy,13.447531203103841
1646,CA37958K1093,REZZF,130.0,1.36604,,92.7,,,,,,,,EOF980737386,,0.97,2021-04-02,16:53:00,Buy,0.710081695997189
1647,BMG6964L1072,PSFE,10.0,1.36644,20.38,135.39,,,,,,,,EOF980737670,,18.5,2021-04-02,16:53:00,Sell,13.5388308304792
1648,US83067L1098,SKLZ,1.0,1.3662,,28.43,,,,,,,,EOF980738552,,38.84,2021-04-02,16:54:00,Buy,28.42921973356756
1649,US1714391026,CCIV,5.0,1.36583,,108.39,,,,,,,,EOF980743982,,29.61,2021-04-02,17:05:00,Buy,21.67912551342407
1650,CA37958K1093,REZZF,100.0,1.36597,,67.31,,,,,,,,EOF980761638,,0.92,2021-04-02,17:38:00,Buy,0.6735140596059943
1652,US86803X2045,SUNW,6.0,1.36758,,94.15,,,,,,,,EOF982752710,,21.46,2021-04-02,20:33:00,Buy,15.691952207549102
1653,US3743964062,GEVO,10.0,1.36722,,85.87,,,,,,,,EOF982758335,,11.74,2021-04-02,20:42:00,Buy,8.586767308845687
1654,CH0346177709,OBSV,20.0,1.37214,,54.51,,,,,,,,EOF985827868,,3.74,2021-05-02,14:43:00,Buy,2.7256693923360595
1655,US3647601083,GPS,6.0,1.37369,3.03,97.4,,,,,,,,EOF989718060,,22.3,2021-05-02,15:26:00,Sell,16.23364805742198
1656,IE00BK5BZT14,3CRM,25.0,100.0,56.75,602.0,,,,,,,,EOF989719499,,2408.0,2021-05-02,15:27:00,Sell,24.08
1657,US98138J2069,WKHS,10.0,1.37367,,296.14,,,,,,,,EOF989727827,,40.68,2021-05-02,15:33:00,Buy,29.614099456201274
1658,US70614W1009,PTON,1.0,1.3733,,104.91,,,,,,,,EOF990532338,,144.08,2021-05-02,15:37:00,Buy,104.91516784387971
1659,US52567D1072,LMND,6.0,1.37246,99.77,637.44,,,,,,,,EOF991750169,,145.81,2021-05-02,17:05:00,Sell,106.23989041574983
1660,US92836Y3009,VISL,50.0,1.37197,,104.59,,,,,,,,EOF991751849,,2.87,2021-05-02,17:07:00,Buy,2.0918824755643346
1661,US02083E1055,ALPP,90.0,1.37267,144.79,429.46,,,,,,,,EOF991755172,,6.55,2021-05-02,17:12:00,Sell,4.771722263909024
1662,US57667L1070,MTCH,1.0,1.37311,0.78,114.12,,,,,,,,EOF991777019,,156.7,2021-05-02,17:53:00,Sell,114.12050017842706
