,ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price
699,US83088V1026,WORK,15.0,1.28929,-0.09,301.09,,,,,,,,EOF430623557,,25.88,2020-09-15,17:00:00,Sell,20.0730634690411
700,US0378331005,AAPL,2.0,1.28905,,183.27,,,,,,,,EOF430629077,,118.12,2020-09-15,17:02:00,Buy,91.63337341453008
701,US0378331005,AAPL,10.0,1.2889,0.82,911.0,,,,,,,,EOF430634402,,117.42,2020-09-15,17:04:00,Sell,91.10093878501048
702,US0378331005,AAPL,1.0,1.28988,,90.98,,,,,,,,EOF430649852,,117.36,2020-09-15,17:08:00,Buy,90.98520792631874
703,US0378331005,AAPL,1.0,1.29046,,90.82,,,,,,,,EOF430678980,,117.2,2020-09-15,17:20:00,Buy,90.82032763510686
704,US0378331005,AAPL,1.0,1.29046,,90.66,,,,,,,,EOF430680817,,117.0,2020-09-15,17:20:00,Buy,90.665344140849
705,US0378331005,AAPL,2.0,1.28975,,180.95,,,,,,,,EOF430714416,,116.69,2020-09-15,17:33:00,Buy,90.47489823609227
706,US0378331005,AAPL,5.0,1.28961,0.64,454.05,,,,,,,,EOF430752261,,117.11,2020-09-15,17:47:00,Sell,90.81040004342398
707,US0378331005,AAPL,1.0,1.28946,,90.72,,,,,,,,EOF430762148,,116.98,2020-09-15,17:52:00,Buy,90.72014641788036
708,US0378331005,AAPL,2.0,1.28865,,180.71,,,,,,,,EOF430791542,,116.44,2020-09-15,18:03:00,Buy,90.35812672176309
709,US67066G1040,NVDA,0.5,1.28846,,200.07,,,,,,,,EOF430803029,,515.57,2020-09-15,18:06:00,Buy,400.1443583813235
710,US83088V1026,WORK,4.0,1.28896,,79.75,,,,,,,,EOF430982064,,25.7,2020-09-15,19:05:00,Buy,19.938555114200593
711,US8522341036,SQ,1.0,1.28866,,119.6,,,,,,,,EOF431025232,,154.12,2020-09-15,19:18:00,Buy,119.59710086446387
712,JE00BG6L7297,BOO,80.0,100.0,,254.08,,,,,,,,EOF431362050,,317.6,2020-09-16,07:02:00,Buy,3.176
713,IE00BK5BZY66,2TSL,16.0,100.0,135.08,2742.08,,,,,,,,EOF431379418,,17138.0,2020-09-16,07:05:00,Sell,171.38
714,IE00BK5BZR99,3NVD,30.0,100.0,29.96,1269.6,,,,,,,,EOF431387765,,4232.0,2020-09-16,07:08:00,Sell,42.32
715,IE00BK5BZY66,2TSL,6.0,100.0,,1024.38,,,,,,,,EOF431460895,,17073.0,2020-09-16,07:48:00,Buy,170.73
716,IE00BK5BZY66,2TSL,6.0,100.0,,1024.92,,,,,,,,EOF431467126,,17082.0,2020-09-16,07:53:00,Buy,170.82
717,IE00BK5BZT14,3CRM,27.0,100.0,,991.17,,,,,,,,EOF431468604,,3671.0,2020-09-16,07:54:00,Buy,36.71
718,IE00BK5BZY66,2TSL,3.0,100.0,,506.07,,,,,,,,EOF431480819,,16869.0,2020-09-16,08:02:00,Buy,168.69
719,IE00BK5BZY66,2TSL,5.0,100.0,,844.95,,,,,,,,EOF431620570,,16899.0,2020-09-16,09:56:00,Buy,168.99
721,IE00BK5BZY66,2TSL,3.0,100.0,,506.4,,,,,,,,EOF431697906,,16880.0,2020-09-16,11:10:00,Buy,168.8
722,IE00BK5BZY66,2TSL,3.0,100.0,,491.34,,,,,,,,EOF431708504,,16378.0,2020-09-16,11:19:00,Buy,163.78
723,JE00BG6L7297,BOO,80.0,100.0,2.4,256.48,,,,,,,,EOF431709057,,320.6,2020-09-16,11:19:00,Sell,3.2060000000000004
724,GB00B0130H42,ITM,50.0,100.0,-1.75,125.25,,,,,,,,EOF431713412,,250.5,2020-09-16,11:22:00,Sell,2.505
725,US62914V1061,NIO,4.0,1.29743,,58.02,,,,,,,,EOF432056151,,18.82,2020-09-16,13:35:00,Buy,14.505599531381268
727,US88160R1014,TSLA,9.0,1.29852,351.57,3134.6,,,,,,,,EOF432394312,,452.26,2020-09-16,14:16:00,Sell,348.2888211194283
728,US88160R1014,TSLA,1.0,1.29649,,348.25,,,,,,,,EOF432460318,,451.5,2020-09-16,14:28:00,Limit,348.2479618045647
729,US88160R1014,TSLA,1.0,1.29721,,345.34,,,,,,,,EOF432513917,,447.98,2020-09-16,14:37:00,Buy,345.34115524857197
730,US88160R1014,TSLA,1.0,1.29779,,344.58,,,,,,,,EOF432521898,,447.2,2020-09-16,14:38:00,Buy,344.58579585295
731,US88160R1014,TSLA,2.0,1.29898,,685.15,,,,,,,,EOF432583338,,445.0,2020-09-16,14:49:00,Buy,342.5764830867296
732,US88160R1014,TSLA,15.0,1.29596,347.04,5162.62,,,,,,,,EOF433620544,,446.04,2020-09-16,18:48:00,Sell,344.17728942251307
733,US88160R1014,TSLA,2.0,1.29733,,692.53,,,,,,,,EOF433671837,,449.22,2020-09-16,19:04:00,Buy,346.26502123592303
734,US88160R1014,TSLA,3.0,1.29654,,1031.98,,,,,,,,EOF433688244,,446.0,2020-09-16,19:09:00,Limit,343.99247227235566
735,US88160R1014,TSLA,2.0,1.29562,,686.81,,,,,,,,EOF433695671,,444.92,2020-09-16,19:11:00,Buy,343.403158333462
736,US88160R1014,TSLA,2.0,1.29512,,685.65,,,,,,,,EOF433757041,,444.0,2020-09-16,19:30:00,Limit,342.8253752548026
737,US88160R1014,TSLA,3.0,1.29439,,1026.69,,,,,,,,EOF433772002,,442.98,2020-09-16,19:33:00,Buy,342.23070326563095
738,US88160R1014,TSLA,3.0,1.29463,,1018.95,,,,,,,,EOF433810219,,439.72,2020-09-16,19:43:00,Buy,339.6491661710296
741,US88160R1014,TSLA,1.0,1.28986,,325.83,,,,,,,,EOF434907827,,420.28,2020-09-17,13:41:00,Buy,325.83381142139456
742,US0378331005,AAPL,3.0,1.29429,,253.48,,,,,,,,EOF435869942,,109.36,2020-09-17,16:51:00,Buy,84.49420145407908
743,US8522341036,SQ,2.0,1.29428,,220.17,,,,,,,,EOF435876342,,142.48,2020-09-17,16:53:00,Buy,110.08437123342706
744,US30303M1027,FB,1.0,1.29426,,195.77,,,,,,,,EOF435878202,,253.38,2020-09-17,16:54:00,Buy,195.7721014324788
746,US88160R1014,TSLA,16.0,1.29466,36.76,5505.2,,,,,,,,EOF437364630,,445.46,2020-09-18,14:00:00,Sell,344.07489224970266
747,US88160R1014,TSLA,1.0,1.29366,,342.83,,,,,,,,EOF437403094,,443.5,2020-09-18,14:06:00,Limit,342.8257811171405
748,US88160R1014,TSLA,1.0,1.29382,,342.4,,,,,,,,EOF437425464,,443.0,2020-09-18,14:10:00,Limit,342.3969331127978
749,US88160R1014,TSLA,1.0,1.29544,,341.2,,,,,,,,EOF437567756,,442.0,2020-09-18,14:35:00,Limit,341.1968134379053
750,US88160R1014,TSLA,2.0,1.29633,,680.38,,,,,,,,EOF437624348,,441.0,2020-09-18,14:47:00,Buy,340.19115502996925
751,US88160R1014,TSLA,2.0,1.29579,,677.57,,,,,,,,EOF437664449,,439.0,2020-09-18,14:55:00,Limit,338.7894643422159
752,US88160R1014,TSLA,2.0,1.29517,,676.35,,,,,,,,EOF438045496,,438.0,2020-09-18,16:38:00,Limit,338.1795439980852
753,US88160R1014,TSLA,2.0,1.29409,,674.03,,,,,,,,EOF438132615,,436.13,2020-09-18,17:04:00,Buy,337.01674535774174
754,US83088V1026,WORK,4.0,1.29379,,77.17,,,,,,,,EOF438138388,,24.96,2020-09-18,17:06:00,Buy,19.29215715069679
755,US09354A1007,BLNK,10.0,1.29317,,62.95,,,,,,,,EOF438387715,,8.14,2020-09-18,18:40:00,Buy,6.2946093707710515
756,US88160R1014,TSLA,1.0,1.29292,3.87,343.39,,,,,,,,EOF438451115,,443.98,2020-09-18,19:09:00,Sell,343.39324938898
757,US0378331005,AAPL,2.0,1.29286,,166.47,,,,,,,,EOF438460472,,107.61,2020-09-18,19:13:00,Buy,83.23407020094984
758,US0231351067,AMZN,0.05,1.29254,,113.72,,,,,,,,EOF438477590,,2939.72,2020-09-18,19:19:00,Buy,2274.3744874433282
759,US88160R1014,TSLA,1.0,1.29248,,342.75,,,,,,,,EOF438480629,,443.0,2020-09-18,19:21:00,Limit,342.7519187917801
760,US88160R1014,TSLA,11.0,1.2925,30.49,3768.48,,,,,,,,EOF438481086,,442.8,2020-09-18,19:21:00,Sell,342.5918762088975
761,US88160R1014,TSLA,1.0,1.29204,,346.97,,,,,,,,EOF438528980,,448.3,2020-09-18,19:36:00,Buy,346.9706820222284
762,US88160R1014,TSLA,4.0,1.29187,,1387.14,,,,,,,,EOF438540709,,448.0,2020-09-18,19:40:00,Limit,346.7841191451152
763,US88160R1014,TSLA,5.0,1.29173,,1740.75,,,,,,,,EOF438557615,,449.72,2020-09-18,19:45:00,Buy,348.1532518405549
764,US88160R1014,TSLA,1.0,1.29161,,346.08,,,,,,,,EOF438575051,,447.0,2020-09-18,19:50:00,Limit,346.07969898034236
765,US88160R1014,TSLA,3.0,1.29158,,1035.8,,,,,,,,EOF438576944,,445.94,2020-09-18,19:50:00,Buy,345.2670372721783
766,US88160R1014,TSLA,2.0,1.29155,,689.85,,,,,,,,EOF438584751,,445.49,2020-09-18,19:52:00,Buy,344.9266385350935
767,US88160R1014,TSLA,2.0,1.29224,,684.98,,,,,,,,EOF438624384,,442.58,2020-09-18,19:59:00,Buy,342.49055902928245
769,IE00BK5BZT14,3CRM,2.0,100.0,-12.24,61.18,,,,,,,,EOF439182958,,3059.0,2020-09-21,07:47:00,Sell,30.59
770,IE00BK5BZT14,3CRM,25.0,100.0,-162.75,755.0,,,,,,,,EOF439261453,,3020.0,2020-09-21,08:12:00,Sell,30.2
771,IE00BK5BZY66,2TSL,6.0,100.0,,950.28,,,,,,,,EOF439357930,,15838.0,2020-09-21,08:47:00,Buy,158.38
773,GB00B8YZTJ80,VRS,150.0,100.0,,55.2,,,,,,,,EOF439749250,,36.8,2020-09-21,12:13:00,Buy,0.368
774,US88160R1014,TSLA,2.0,1.2802,,675.99,,,,,,,,EOF441196925,,432.7,2020-09-21,15:02:00,Buy,337.9940634275894
775,US30303M1027,FB,1.0,1.27956,,193.13,,,,,,,,EOF441535348,,247.12,2020-09-21,16:15:00,Buy,193.128888055269
776,US88160R1014,TSLA,20.0,1.2795,56.36,6963.92,,,,,,,,EOF441765639,,445.52,2020-09-21,17:29:00,Sell,348.19851504493937
777,US88160R1014,TSLA,3.0,1.27932,,1045.86,,,,,,,,EOF441793987,,446.0,2020-09-21,17:40:00,Limit,348.62270581246287
778,US88160R1014,TSLA,3.0,1.27933,,1044.69,,,,,,,,EOF441794014,,445.5,2020-09-21,17:40:00,Limit,348.2291511963293
779,US88160R1014,TSLA,3.0,1.27941,,1042.71,,,,,,,,EOF441801414,,444.69,2020-09-21,17:42:00,Buy,347.57427251623795
780,US88160R1014,TSLA,1.0,1.27938,,347.04,,,,,,,,EOF441809523,,444.0,2020-09-21,17:45:00,Limit,347.04309900107864
781,US88160R1014,TSLA,1.0,1.27871,,345.81,,,,,,,,EOF441834432,,442.2,2020-09-21,17:55:00,Buy,345.81726896638014
782,US88160R1014,TSLA,4.0,1.27909,,1375.26,,,,,,,,EOF441923518,,439.77,2020-09-21,18:34:00,Buy,343.8147432940606
783,US88160R1014,TSLA,2.0,1.27893,,686.51,,,,,,,,EOF441944176,,439.0,2020-09-21,18:43:00,Limit,343.2556903036132
784,US8522341036,SQ,3.0,1.28125,15.01,354.78,,,,,,,,EOF442118963,,151.52,2020-09-21,19:49:00,Sell,118.25951219512196
786,US0378331005,AAPL,8.0,1.27917,9.07,700.45,,,,,,,,EOF443104151,,112.0,2020-09-22,13:34:00,Sell,87.55677509635154
787,US09354A1007,BLNK,7.0,1.27653,,51.98,,,,,,,,EOF443518609,,9.48,2020-09-22,14:23:00,Buy,7.426382458696623
788,IE00BK5BZY66,2TSL,10.0,100.0,,1510.4,,,,,,,,EOF443664657,,15104.0,2020-09-22,14:48:00,Buy,151.04
789,US09354A1007,BLNK,5.0,1.27345,,35.69,,,,,,,,EOF444588000,,9.09,2020-09-22,19:55:00,Buy,7.138089442066827
790,IE00BKT6ZH01,STSL,40.0,100.0,,113.72,,,,,,,,EOF444965227,,284.3,2020-09-23,07:58:00,Buy,2.843
791,US88160R1014,TSLA,2.0,1.2735,,621.85,,,,,,,,EOF446043211,,395.96,2020-09-23,14:19:00,Buy,310.9226541028661
793,US31188V1008,FSLY,2.0,1.27504,16.22,147.55,,,,,,,,EOF447037257,,94.07,2020-09-23,17:15:00,Sell,73.77807755050821
794,US83088V1026,WORK,8.0,1.275,12.62,169.54,,,,,,,,EOF447037420,,27.02,2020-09-23,17:15:00,Sell,21.1921568627451
795,US09354A1007,BLNK,50.0,1.27475,6.8,309.86,,,,,,,,EOF447039777,,7.9,2020-09-23,17:16:00,Sell,6.197293586977839
796,US92826C8394,V,0.6310446,1.2749,2.81,98.38,,,,,,,,EOF447048009,,198.76,2020-09-23,17:17:00,Sell,155.90242371950742
797,US09354A1007,BLNK,10.0,1.27464,,61.74,,,,,,,,EOF447069604,,7.87,2020-09-23,17:20:00,Limit,6.174292349212327
798,JE00BG6L7297,BOO,50.0,100.0,,160.5,,,,,,,,EOF448491626,,321.0,2020-09-24,07:01:00,Buy,3.21
799,IE00BKT6ZH01,STSL,40.0,100.0,7.92,121.64,,,,,,,,EOF448496770,,304.1,2020-09-24,07:02:00,Sell,3.0410000000000004
801,JE00BG6L7297,BOO,50.0,100.0,17.0,177.5,,,,,,,,EOF451599569,,355.0,2020-09-25,09:05:00,Limit,3.55
802,JE00BG6L7297,BOO,15.0,100.0,,54.26,,,,,,,,EOF451647871,,361.7,2020-09-25,09:40:00,Buy,3.617
803,US4491091074,HYLN,4.0,1.28538,,164.84,,,,,,,,EOF459233663,,52.97,2020-09-29,19:58:00,Buy,41.20960338576919
804,JE00BG6L7297,BOO,15.0,100.0,2.62,56.88,,,,,,,,EOF459654845,,379.2,2020-09-30,09:15:00,Sell,3.792
807,IE00BK5BZY66,2TSL,4.0,100.0,,566.4,,,,,,,,EOF471248795,,14160.0,2020-06-10,07:51:00,Buy,141.6
809,US30303M1027,FB,0.5,1.29092,,99.53,,,,,,,,EOF475870140,,256.98,2020-07-10,16:21:00,Buy,199.06733182536485
810,XS2193972598,3LTS,6.0,1.30222,,103.9,,,,,,,,EOF483023285,,22.55,2020-12-10,10:18:00,Buy,17.31658245150589
812,XS2193972598,3LTS,6.0,1.29806,5.9,109.8,,,,,,,,EOF490384245,,23.76,2020-10-15,08:24:00,Sell,18.304238633036995
813,US31188V1008,FSLY,1.0,1.2921,,69.24,,,,,,,,EOF491321316,,89.47,2020-10-15,14:08:00,Buy,69.24386657379459
814,US88160R1014,TSLA,14.0,1.29029,75.1,4871.63,,,,,,0.11,,EOF491502028,,449.0,2020-10-15,14:36:00,Limit,347.98378659061143
815,US88160R1014,TSLA,5.0,1.2896,14.89,1727.98,,,,,,,,EOF491607480,,445.68,2020-10-15,14:57:00,Sell,345.59553349875927
816,US31188V1008,FSLY,5.0,1.29197,,361.34,,,,,,,,EOF491685177,,93.37,2020-10-15,15:15:00,Buy,72.2694799414847
817,US88160R1014,TSLA,4.0,1.29186,,1388.6,,,,,,,,EOF491771081,,448.47,2020-10-15,15:36:00,Buy,347.1506200362269
818,US31188V1008,FSLY,6.0,1.29194,,439.1,,,,,,,,EOF491784022,,94.55,2020-10-15,15:40:00,Buy,73.18451321268789
819,IE00BK5BZY66,2TSL,23.0,100.0,33.21,3745.78,,,,,,,,EOF493025588,,16286.0,2020-10-16,13:01:00,Sell,162.86
820,US88160R1014,TSLA,4.0,1.29092,12.44,1401.04,,,,,,,,EOF493183659,,452.16,2020-10-16,13:32:00,Sell,350.26182877327795
821,US88160R1014,TSLA,3.0,1.29211,,1049.44,,,,,,,,EOF493630991,,452.0,2020-10-16,14:32:00,Buy,349.81541819194956
822,US88160R1014,TSLA,1.0,1.2918,,347.37,,,,,,,,EOF493728548,,448.74,2020-10-16,14:52:00,Buy,347.3757547607989
823,US88160R1014,TSLA,3.0,1.29252,,1032.87,,,,,,,,EOF493833915,,445.0,2020-10-16,15:18:00,Buy,344.2886763841179
824,IE00BK5BZY66,2TSL,5.0,100.0,,784.75,,,,,,,,EOF493885131,,15695.0,2020-10-16,15:28:00,Buy,156.95
825,US88160R1014,TSLA,2.0,1.29226,,687.16,,,,,,,,EOF494367848,,444.0,2020-10-16,19:31:00,Buy,343.5841084611456
826,US88160R1014,TSLA,1.0,1.29226,,343.62,,,,,,,,EOF494368467,,444.05,2020-10-16,19:31:00,Buy,343.6228003652516
827,US31188V1008,FSLY,3.0,1.29227,,196.49,,,,,,,,EOF494369591,,84.64,2020-10-16,19:32:00,Buy,65.49714842873394
828,US31188V1008,FSLY,5.0,1.29967,,332.35,,,,,,,,EOF495509906,,86.39,2020-10-19,13:33:00,Buy,66.47071949033216
829,US88160R1014,TSLA,3.0,1.30083,,1019.34,,,,,,,,EOF495760087,,442.0,2020-10-19,13:56:00,Buy,339.78306158375807
830,US62914V1061,NIO,4.0,1.29991,,85.45,,,,,,,,EOF496607950,,27.77,2020-10-19,16:23:00,Buy,21.3630174396689
831,US88160R1014,TSLA,2.0,1.29987,,671.22,,,,,,,,EOF496612486,,436.25,2020-10-19,16:24:00,Buy,335.6104841253356
832,JE00BG6L7297,BOO,76.0,100.0,,201.63,,,,,,,,EOF497603887,,265.3,2020-10-20,08:33:00,Buy,2.653
835,JE00BG6L7297,BOO,24.0,100.0,,58.99,,,,,,,,EOF498537769,,245.8,2020-10-20,14:46:00,Buy,2.458
836,US31188V1008,FSLY,5.0,1.29393,,324.05,,,,,,,,EOF499189914,,83.86,2020-10-20,18:33:00,Buy,64.81030658536396
837,US88160R1014,TSLA,3.0,1.29392,,985.83,,,,,,,,EOF499190411,,425.2,2020-10-20,18:34:00,Buy,328.6138246568567
838,GB00BKWNZY55,TILS,115.0,100.0,,201.25,,,,,,,,EOF500664566,,175.0,2020-10-21,14:33:00,Buy,1.75
839,US09354A1007,BLNK,10.0,1.30814,1.48,63.22,,,,,,,,EOF502851517,,8.27,2020-10-22,14:30:00,Sell,6.321953307749935
840,IE00BK5BZY66,2TSL,4.0,100.0,,539.96,,,,,,,,EOF504780973,,13499.0,2020-10-23,13:52:00,Buy,134.99
841,GB00B1722W11,JET2,4.0,100.0,2.84,36.4,,,,,,,,EOF506152101,,910.0,2020-10-26,08:00:00,Limit,9.1
842,JE00BG6L7297,BOO,100.0,100.0,15.48,276.1,,,,,,,,EOF507431228,,276.1,2020-10-26,14:42:00,Limit,2.761
843,US62914V1061,NIO,8.0,1.3021,13.2,156.67,,,,,,,,EOF508132162,,25.5,2020-10-26,17:30:00,Limit,19.5837493280086
844,US67066G1040,NVDA,0.5,1.30185,0.45,200.52,,,,,,,,EOF508144048,,522.1,2020-10-26,17:33:00,Sell,401.04466720436307
845,US62914V1061,NIO,4.0,1.30573,,86.66,,,,,,,,EOF510296364,,28.29,2020-10-27,19:40:00,Buy,21.666041218322317
848,US30303M1027,FB,4.0,1.29545,41.78,852.29,,,,,,0.02,,EOF511575426,,276.03,2020-10-28,13:33:00,Limit,213.07653711065652
849,US48138M1053,JMIA,18.0,1.29473,68.77,208.54,,,,,,,,EOF517588762,,15.0,2020-10-30,17:41:00,Limit,11.585427077460166
852,GB00BFWZ2G72,CDM,30.0,100.0,,135.0,,,,,,,,EOF529079868,,450.0,2020-06-11,11:48:00,Buy,4.5
853,GB00BFWZ2G72,CDM,20.0,100.0,,94.0,,,,,,,,EOF530500987,,470.0,2020-06-11,16:27:00,Buy,4.7
854,GB00BFWZ2G72,CDM,100.0,100.0,,485.0,,,,,,,,EOF532227703,,485.0,2020-09-11,09:00:00,Buy,4.85
855,IE00B1XNHC34,INRG,5.0,100.0,,50.33,,,,,,,,EOF532308338,,1006.5,2020-09-11,09:34:00,Buy,10.065
856,XS2193972598,3LTS,12.0,1.31286,,197.7,,,,,,,,EOF532353468,,21.63,2020-09-11,10:00:00,Buy,16.475481010922717
857,NL0000235190,AIR,3.0,1.10782,,206.21,,,,,,,,EOF532535078,,76.15,2020-09-11,11:50:00,Buy,68.73860374429059
858,NL0000235190,AIR,3.0,1.10743,15.93,222.14,,,,,,,,EOF532607457,,82.0,2020-09-11,12:01:00,Limit,74.04531211905042
859,NL0000235190,AIR,3.0,1.10841,,244.92,,,,,,,,EOF532863929,,90.49,2020-09-11,12:25:00,Buy,81.63946554072952
860,XS2193972598,3LTS,12.0,1.31638,-1.71,195.99,,,,,,,,EOF533047798,,21.5,2020-09-11,12:42:00,Sell,16.332669897749888
861,XS2193972598,3LTS,12.0,1.31801,,196.55,,,,,,,,EOF533265741,,21.59,2020-09-11,13:11:00,Buy,16.38075583645041
862,GB00BKWNZY55,TILS,115.0,100.0,,110.4,,,,,,,,EOF533487735,,96.0,2020-09-11,13:49:00,Buy,0.96
863,NL0000235190,AIR,2.0,1.10868,,152.25,,,,,,,,EOF533504855,,84.4,2020-09-11,13:52:00,Buy,76.12656492405382
864,GB00BD0NVK62,BOWL,310.0,100.0,12.2,508.4,,,,,,,,EOF534282625,,164.0,2020-09-11,14:44:00,Limit,1.64
865,US09075V1026,BNTX,3.0,1.31588,,230.26,,,,,,,,EOF534734780,,101.0,2020-09-11,15:13:00,Buy,76.75471927531386
866,XS2193972598,3LTS,12.0,1.31691,5.91,202.46,,,,,,,,EOF534996657,,22.22,2020-09-11,15:29:00,Sell,16.87283109703776
867,US74767V1098,QS,15.0,1.31365,,159.4,,,,,,,,EOF535165640,,13.96,2020-09-11,15:39:00,Buy,10.626879305751153
868,US31188V1008,FSLY,2.0,1.31305,,110.23,,,,,,,,EOF535206480,,72.37,2020-09-11,15:41:00,Buy,55.11595141083736
869,GB00BD0NVK62,BOWL,1.2439167,100.0,0.04,2.03,,,,,,,,EOF535554278,,163.5,2020-09-11,16:09:00,Sell,1.635
870,US98980L1017,ZM,1.0,1.31405,,333.87,,,,,,,,EOF536013456,,438.72,2020-09-11,17:13:00,Buy,333.86857425516536
871,US62914V1061,NIO,2.0,1.31381,,67.24,,,,,,,,EOF536024261,,44.17,2020-09-11,17:15:00,Buy,33.619777593411534
872,US09354A1007,BLNK,13.0,1.31336,,103.63,,,,,,,,EOF536340597,,10.47,2020-09-11,18:15:00,Buy,7.971919351891332
873,US62914V1061,NIO,2.0,1.31242,,67.63,,,,,,,,EOF536373480,,44.38,2020-09-11,18:22:00,Buy,33.81539446213865
874,US8522341036,SQ,0.5,1.31221,,71.7,,,,,,,,EOF536376616,,188.18,2020-09-11,18:23:00,Buy,143.40692419658438
875,US01609W1027,BABA,0.2,1.31647,,44.32,,,,,,,,EOF537131838,,291.72,2020-09-11,20:55:00,Buy,221.59259231125662
876,GB00BFWZ2G72,CDM,150.0,100.0,-31.5,682.5,,,,,,,,EOF537779664,,455.0,2020-10-11,08:50:00,Sell,4.55
877,GB00B15FWH70,CINE,205.0,100.0,,99.76,,,,,0.5,,,EOF537897851,,48.42,2020-10-11,09:19:00,Buy,0.4842
878,GB0007980591,BP,100.0,100.0,,243.41,,,,,1.21,,,EOF537939751,,242.2,2020-10-11,09:29:00,Buy,2.4219999999999997
879,GB00B15FWH70,CINE,1024.410521,100.0,21.79,596.21,,,,,,,,EOF538289626,,58.2,2020-10-11,10:54:00,Sell,0.5820000000000001
880,GB00B63QSB39,GRG,67.72511432,100.0,19.38,1121.53,,,,,,,,EOF538346612,,1656.0,2020-10-11,11:09:00,Sell,16.56
881,GB00B15FWH70,CINE,100.0,100.0,,58.03,,,,,0.29,,,EOF538415871,,57.74,2020-10-11,11:33:00,Buy,0.5774
882,GB0007980591,BP,100.0,100.0,1.85,244.05,,,,,,,,EOF538667303,,244.05,2020-10-11,13:23:00,Sell,2.4405
883,GB00B63QSB39,GRG,5.0,100.0,,82.56,,,,,0.41,,,EOF538686659,,1643.0,2020-10-11,13:33:00,Buy,16.43
884,US01609W1027,BABA,1.5,1.32419,,306.16,,,,,,,,EOF539087801,,270.28,2020-10-11,14:35:00,Buy,204.10968214531147
885,US08862E1091,BYND,1.0,1.32474,,88.1,,,,,,,,EOF539109915,,116.71,2020-10-11,14:36:00,Buy,88.10030647523287
886,US64110L1061,NFLX,0.5,1.32398,,178.41,,,,,,,,EOF539155161,,472.43,2020-10-11,14:38:00,Buy,356.825631807127
887,US31188V1008,FSLY,3.0,1.32603,,153.64,,,,,,,,EOF539437568,,67.91,2020-10-11,14:56:00,Buy,51.213019313288534
888,US62914V1061,NIO,8.0,1.32606,28.84,250.37,,,,,,,,EOF539446734,,41.5,2020-10-11,14:57:00,Limit,31.29571814246716
889,US08862E1091,BYND,5.0,1.32615,,458.39,,,,,,,,EOF539684205,,121.58,2020-10-11,15:18:00,Buy,91.67892018248313
890,US87663X1028,TTCF,5.0,1.32524,,66.97,,,,,,,,EOF539749176,,17.75,2020-10-11,15:25:00,Buy,13.393800368235189
891,US88160R1014,TSLA,1.0,1.32407,,302.27,,,,,,,,EOF540002910,,400.23,2020-10-11,15:48:00,Buy,302.2725384609575
893,US98980L1017,ZM,2.0,1.32338,,577.77,,,,,,,,EOF540155992,,382.31,2020-10-11,16:04:00,Buy,288.88905680907976
894,US31188V1008,FSLY,10.0,1.32379,,541.32,,,,,,,,EOF540564363,,71.66,2020-10-11,17:05:00,Buy,54.13245303258069
895,US44852D1081,HUYA,5.0,1.32472,,75.9,,,,,,,,EOF540600373,,20.11,2020-10-11,17:14:00,Buy,15.180566459327254
896,US01609W1027,BABA,0.3,1.32528,,60.36,,,,,,,,EOF541137507,,266.65,2020-10-11,19:49:00,Buy,201.2027646987806
897,US01609W1027,BABA,2.0,1.3253,,402.2,,,,,,,,EOF541138458,,266.52,2020-10-11,19:50:00,Buy,201.10163736512487
898,US62914V1061,NIO,3.0,1.32513,,93.66,,,,,,,,EOF541319703,,41.37,2020-10-11,20:48:00,Buy,31.21957845645333
899,US98980L1017,ZM,0.5,1.32518,,142.95,,,,,,,,EOF541330656,,378.88,2020-10-11,20:51:00,Buy,285.9083294344919
900,IE00B1XNHC34,INRG,5.0,100.0,,45.95,,,,,,,,EOF541668259,,919.0,2020-11-11,08:10:00,Buy,9.19
901,GB00BG11K365,RDW,10.0,100.0,4.76,51.7,,,,,,,,EOF541764211,,517.0,2020-11-11,08:33:00,Sell,5.17
902,NL0000235190,AIR,5.0,1.12573,-14.84,382.33,,,,,,,,EOF541767567,,86.08,2020-11-11,08:34:00,Sell,76.46593765823066
903,GB00B63QSB39,GRG,5.0,100.0,1.05,83.2,,,,,,,,EOF541769100,,1664.0,2020-11-11,08:35:00,Sell,16.64
904,GB0005603997,LGEN,46.0,100.0,6.26,105.85,,,,,,,,EOF541773169,,230.1,2020-11-11,08:36:00,Sell,2.301
905,XS2193972598,3LTS,40.0,1.32328,,552.6,,,,,,,,EOF542289674,,18.28,2020-11-11,12:54:00,Buy,13.814158757027991
906,IE00BK5BZY66,2TSL,4.0,100.0,,528.0,,,,,,,,EOF542290962,,13200.0,2020-11-11,12:55:00,Buy,132.0
907,JE00BG6L7297,BOO,80.0,100.0,,216.96,,,,,,,,EOF543374488,,271.2,2020-11-11,16:02:00,Buy,2.7119999999999997
908,US01609W1027,BABA,1.0,1.32092,,200.89,,,,,,,,EOF544134076,,265.36,2020-11-11,19:51:00,Buy,200.89028858674257
909,JE00BG6L7297,BOO,80.0,100.0,0.64,217.6,,,,,,,,EOF544636854,,272.0,2020-12-11,08:10:00,Limit,2.72
910,JE00BG6L7297,BOO,40.0,100.0,,110.92,,,,,,,,EOF544933089,,277.3,2020-12-11,10:09:00,Buy,2.773
